id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical
168,ariados,アリアドス,400,70,90,70,60,70,40,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,generation-ii,1,False,False
169,crobat,クロバット,535,85,90,80,70,80,130,"poison,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,generation-ii,2,False,False
170,chinchou,チョンチー,330,75,38,38,56,56,67,"water,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,generation-ii,0,False,False
171,lanturn,ランターン,460,125,58,58,76,76,67,"water,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,generation-ii,1,False,False
172,pichu,ピチュー,205,20,40,15,35,35,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,generation-ii,0,False,False
173,cleffa,ピィ,218,50,25,28,45,55,15,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,generation-ii,0,False,False
174,igglybuff,ププリン,210,90,30,15,40,20,15,"normal,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,generation-ii,0,False,False
175,togepi,トゲピー,245,35,20,65,40,65,20,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,generation-ii,0,False,False
176,togetic,トゲチック,405,55,40,85,80,105,40,"fairy,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,generation-ii,1,False,False
177,natu,ネイティ,320,40,50,45,70,45,70,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,generation-ii,0,False,False
178,xatu,ネイティオ,470,65,75,70,95,70,95,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,generation-ii,1,False,False
179,mareep,メリープ,280,55,40,40,65,45,35,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,generation-ii,0,False,False
180,flaaffy,モココ,365,70,55,55,80,60,45,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,generation-ii,1,False,False
181,ampharos,デンリュウ,510,90,75,85,115,90,55,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,generation-ii,2,False,False
182,bellossom,キレイハナ,490,75,80,95,90,100,50,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,generation-ii,2,False,False
183,marill,マリル,250,70,20,50,20,50,40,"water,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,generation-ii,1,False,False
184,azumarill,マリルリ,420,100,50,80,60,80,50,"water,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,generation-ii,2,False,False
185,sudowoodo,ウソッキー,410,70,100,115,30,65,30,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,generation-ii,1,False,False
186,politoed,ニョロトノ,500,90,75,75,90,100,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,generation-ii,2,False,False
187,hoppip,ハネッコ,250,35,35,40,35,55,50,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,generation-ii,0,False,False
188,skiploom,ポポッコ,340,55,45,50,45,65,80,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,generation-ii,1,False,False
189,jumpluff,ワタッコ,460,75,55,70,55,95,110,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,generation-ii,2,False,False
190,aipom,エイパム,360,55,70,55,40,55,85,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,generation-ii,0,False,False
191,sunkern,ヒマナッツ,180,30,30,30,30,30,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,generation-ii,0,False,False
192,sunflora,キマワリ,425,75,75,55,105,85,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,generation-ii,1,False,False
193,yanma,ヤンヤンマ,390,65,65,45,75,45,95,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,generation-ii,0,False,False
194,wooper,ウパー,210,55,45,45,25,25,15,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,generation-ii,0,False,False
195,quagsire,ヌオー,430,95,85,85,65,65,35,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,generation-ii,1,False,False
196,espeon,エーフィ,525,65,65,60,130,95,110,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,generation-ii,1,False,False
197,umbreon,ブラッキー,525,95,65,110,60,130,65,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,generation-ii,1,False,False
198,murkrow,ヤミカラス,405,60,85,42,85,42,91,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,generation-ii,0,False,False
199,slowking,ヤドキング,490,95,75,80,100,110,30,"water,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,generation-ii,1,False,False
200,misdreavus,ムウマ,435,60,60,60,85,85,85,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,generation-ii,0,False,False
201,unown,アンノーン,336,48,72,48,72,48,48,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,generation-ii,0,False,False
202,wobbuffet,ソーナンス,405,190,33,58,33,58,33,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,generation-ii,1,False,False
203,girafarig,キリンリキ,455,70,80,65,90,65,85,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,generation-ii,0,False,False
204,pineco,クヌギダマ,290,50,65,90,35,35,15,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,generation-ii,0,False,False
205,forretress,フォレトス,465,75,90,140,60,60,40,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,generation-ii,1,False,False
206,dunsparce,ノコッチ,415,100,70,70,65,65,45,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,generation-ii,0,False,False
207,gligar,グライガー,430,65,75,105,35,65,85,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,generation-ii,0,False,False
208,steelix,ハガネール,510,75,85,200,55,65,30,"steel,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,generation-ii,1,False,False
209,snubbull,ブルー,300,60,80,50,40,40,30,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,generation-ii,0,False,False
210,granbull,グランブル,450,90,120,75,60,60,45,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,generation-ii,1,False,False
211,qwilfish,ハリーセン,440,65,95,85,55,55,85,"water,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,generation-ii,0,False,False
212,scizor,ハッサム,500,70,130,100,55,80,65,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,generation-ii,1,False,False
213,shuckle,ツボツボ,505,20,10,230,10,230,5,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,generation-ii,0,False,False
214,heracross,ヘラクロス,500,80,125,75,40,95,85,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,generation-ii,0,False,False
215,sneasel,ニューラ,430,55,95,55,35,75,115,"dark,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,generation-ii,0,False,False
216,teddiursa,ヒメグマ,330,60,80,50,50,50,40,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,generation-ii,0,False,False
217,ursaring,リングマ,500,90,130,75,75,75,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,generation-ii,1,False,False
218,slugma,マグマッグ,250,40,40,40,70,40,20,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,generation-ii,0,False,False
219,magcargo,マグカルゴ,430,60,50,120,90,80,30,"fire,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,generation-ii,1,False,False
220,swinub,ウリムー,250,50,50,40,30,30,50,"ice,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,generation-ii,0,False,False
221,piloswine,イノムー,450,100,100,80,60,60,50,"ice,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,generation-ii,1,False,False
222,corsola,サニーゴ,410,65,55,95,65,95,35,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,generation-ii,0,False,False
223,remoraid,テッポウオ,300,35,65,35,65,35,65,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,generation-ii,0,False,False
224,octillery,オクタン,480,75,105,75,105,75,45,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,generation-ii,1,False,False
225,delibird,デリバード,330,45,55,45,65,45,75,"ice,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,generation-ii,0,False,False
226,mantine,マンタイン,485,85,40,70,80,140,70,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,generation-ii,1,False,False
227,skarmory,エアームド,465,65,80,140,40,70,70,"steel,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,generation-ii,0,False,False
228,houndour,デルビル,330,45,60,30,80,50,65,"dark,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,generation-ii,0,False,False
229,houndoom,ヘルガー,500,75,90,50,110,80,95,"dark,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,generation-ii,1,False,False
230,kingdra,キングドラ,540,75,95,95,95,95,85,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,generation-ii,2,False,False
231,phanpy,ゴマゾウ,330,90,60,60,40,40,40,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,generation-ii,0,False,False
232,donphan,ドンファン,500,90,120,120,60,60,50,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,generation-ii,1,False,False
233,porygon2,ポリゴン２,515,85,80,90,105,95,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,generation-ii,1,False,False
234,stantler,オドシシ,465,73,95,62,85,65,85,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,generation-ii,0,False,False
235,smeargle,ドーブル,250,55,20,35,20,45,75,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,generation-ii,0,False,False
236,tyrogue,バルキー,210,35,35,35,35,35,35,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,generation-ii,0,False,False
237,hitmontop,カポエラー,455,50,95,95,35,110,70,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,generation-ii,1,False,False
238,smoochum,ムチュール,305,45,30,15,85,65,65,"ice,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,generation-ii,0,False,False
239,elekid,エレキッド,360,45,63,37,65,55,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,generation-ii,0,False,False
240,magby,ブビィ,365,45,75,37,70,55,83,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,generation-ii,0,False,False
241,miltank,ミルタンク,490,95,80,105,40,70,100,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,generation-ii,0,False,False
242,blissey,ハピナス,540,255,10,10,75,135,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,generation-ii,2,False,False
243,raikou,ライコウ,580,90,85,75,115,100,115,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,generation-ii,0,True,False
244,entei,エンテイ,580,115,115,85,90,75,100,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,generation-ii,0,True,False
245,suicune,スイクン,580,100,75,115,90,115,85,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,generation-ii,0,True,False
246,larvitar,ヨーギラス,300,50,64,50,45,50,41,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,generation-ii,0,False,False
247,pupitar,サナギラス,410,70,84,70,65,70,51,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,generation-ii,1,False,False
248,tyranitar,バンギラス,600,100,134,110,95,100,61,"rock,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,generation-ii,2,False,False
249,lugia,ルギア,680,106,90,130,90,154,110,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,generation-ii,0,True,False
250,ho-oh,ホウオウ,680,106,130,90,110,154,90,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,generation-ii,0,True,False
251,celebi,セレビィ,600,100,100,100,100,100,100,"psychic,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,generation-ii,0,False,True
252,treecko,キモリ,310,40,45,35,65,55,70,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,generation-iii,0,False,False
253,grovyle,ジュプトル,405,50,65,45,85,65,95,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,generation-iii,1,False,False
254,sceptile,ジュカイン,530,70,85,65,105,85,120,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,generation-iii,2,False,False
255,torchic,アチャモ,310,45,60,40,70,50,45,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,generation-iii,0,False,False
256,combusken,ワカシャモ,405,60,85,60,85,60,55,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,generation-iii,1,False,False
257,blaziken,バシャーモ,530,80,120,70,110,70,80,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,generation-iii,2,False,False
258,mudkip,ミズゴロウ,310,50,70,50,50,50,40,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,generation-iii,0,False,False
259,marshtomp,ヌマクロー,405,70,85,70,60,70,50,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,generation-iii,1,False,False
260,swampert,ラグラージ,535,100,110,90,85,90,60,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,generation-iii,2,False,False
261,poochyena,ポチエナ,220,35,55,35,30,30,35,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,generation-iii,0,False,False
262,mightyena,グラエナ,420,70,90,70,60,60,70,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,generation-iii,1,False,False
263,zigzagoon,ジグザグマ,240,38,30,41,30,41,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,generation-iii,0,False,False
264,linoone,マッスグマ,420,78,70,61,50,61,100,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,generation-iii,1,False,False
265,wurmple,ケムッソ,195,45,45,35,20,30,20,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,generation-iii,0,False,False
266,silcoon,カラサリス,205,50,35,55,25,25,15,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,generation-iii,1,False,False
267,beautifly,アゲハント,395,60,70,50,100,50,65,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,generation-iii,2,False,False
268,cascoon,マユルド,205,50,35,55,25,25,15,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,generation-iii,1,False,False
269,dustox,ドクケイル,385,60,50,70,50,90,65,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,generation-iii,2,False,False
270,lotad,ハスボー,220,40,30,30,40,50,30,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,generation-iii,0,False,False
271,lombre,ハスブレロ,340,60,50,50,60,70,50,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,generation-iii,1,False,False
272,ludicolo,ルンパッパ,480,80,70,70,90,100,70,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,generation-iii,2,False,False
273,seedot,タネボー,220,40,40,50,30,30,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,generation-iii,0,False,False
274,nuzleaf,コノハナ,340,70,70,40,60,40,60,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,generation-iii,1,False,False
275,shiftry,ダーテング,480,90,100,60,90,60,80,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,generation-iii,2,False,False
276,taillow,スバメ,270,40,55,30,30,30,85,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,generation-iii,0,False,False
277,swellow,オオスバメ,455,60,85,60,75,50,125,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,generation-iii,1,False,False
278,wingull,キャモメ,270,40,30,30,55,30,85,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,generation-iii,0,False,False
279,pelipper,ペリッパー,440,60,50,100,95,70,65,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,generation-iii,1,False,False
280,ralts,ラルトス,198,28,25,25,45,35,40,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,generation-iii,0,False,False
281,kirlia,キルリア,278,38,35,35,65,55,50,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,generation-iii,1,False,False
282,gardevoir,サーナイト,518,68,65,65,125,115,80,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,generation-iii,2,False,False
283,surskit,アメタマ,269,40,30,32,50,52,65,"bug,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,generation-iii,0,False,False
284,masquerain,アメモース,454,70,60,62,100,82,80,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,generation-iii,1,False,False
285,shroomish,キノココ,295,60,40,60,40,60,35,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,generation-iii,0,False,False
286,breloom,キノガッサ,460,60,130,80,60,60,70,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,generation-iii,1,False,False
287,slakoth,ナマケロ,280,60,60,60,35,35,30,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,generation-iii,0,False,False
288,vigoroth,ヤルキモノ,440,80,80,80,55,55,90,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,generation-iii,1,False,False
289,slaking,ケッキング,670,150,160,100,95,65,100,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,generation-iii,2,False,False
290,nincada,ツチニン,266,31,45,90,30,30,40,"bug,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,generation-iii,0,False,False
291,ninjask,テッカニン,456,61,90,45,50,50,160,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,generation-iii,1,False,False
292,shedinja,ヌケニン,236,1,90,45,30,30,40,"bug,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,generation-iii,1,False,False
293,whismur,ゴニョニョ,240,64,51,23,51,23,28,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,generation-iii,0,False,False
294,loudred,ドゴーム,360,84,71,43,71,43,48,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,generation-iii,1,False,False
295,exploud,バクオング,490,104,91,63,91,73,68,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,generation-iii,2,False,False
296,makuhita,マクノシタ,237,72,60,30,20,30,25,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,generation-iii,0,False,False
297,hariyama,ハリテヤマ,474,144,120,60,40,60,50,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,generation-iii,1,False,False
298,azurill,ルリリ,190,50,20,40,20,40,20,"normal,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,generation-iii,0,False,False
299,nosepass,ノズパス,375,30,45,135,45,90,30,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,generation-iii,0,False,False
300,skitty,エネコ,260,50,45,45,35,35,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,generation-iii,0,False,False
301,delcatty,エネコロロ,400,70,65,65,55,55,90,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,generation-iii,1,False,False
302,sableye,ヤミラミ,380,50,75,75,65,65,50,"dark,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,generation-iii,0,False,False
303,mawile,クチート,380,50,85,85,55,55,50,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,generation-iii,0,False,False
304,aron,ココドラ,330,50,70,100,40,40,30,"steel,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,generation-iii,0,False,False
305,lairon,コドラ,430,60,90,140,50,50,40,"steel,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,generation-iii,1,False,False
306,aggron,ボスゴドラ,530,70,110,180,60,60,50,"steel,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,generation-iii,2,False,False
307,meditite,アサナン,280,30,40,55,40,55,60,"fighting,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,generation-iii,0,False,False
308,medicham,チャーレム,410,60,60,75,60,75,80,"fighting,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,generation-iii,1,False,False
309,electrike,ラクライ,295,40,45,40,65,40,65,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,generation-iii,0,False,False
310,manectric,ライボルト,475,70,75,60,105,60,105,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,generation-iii,1,False,False
311,plusle,プラスル,405,60,50,40,85,75,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,generation-iii,0,False,False
312,minun,マイナン,405,60,40,50,75,85,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,generation-iii,0,False,False
313,volbeat,バルビート,430,65,73,75,47,85,85,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,generation-iii,0,False,False
314,illumise,イルミーゼ,430,65,47,75,73,85,85,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,generation-iii,0,False,False
315,roselia,ロゼリア,400,50,60,45,100,80,65,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,generation-iii,1,False,False
316,gulpin,ゴクリン,302,70,43,53,43,53,40,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,generation-iii,0,False,False
317,swalot,マルノーム,467,100,73,83,73,83,55,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,generation-iii,1,False,False
318,carvanha,キバニア,305,45,90,20,65,20,65,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,generation-iii,0,False,False
319,sharpedo,サメハダー,460,70,120,40,95,40,95,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,generation-iii,1,False,False
320,wailmer,ホエルコ,400,130,70,35,70,35,60,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,generation-iii,0,False,False
321,wailord,ホエルオー,500,170,90,45,90,45,60,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,generation-iii,1,False,False
322,numel,ドンメル,305,60,60,40,65,45,35,"fire,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,generation-iii,0,False,False
323,camerupt,バクーダ,460,70,100,70,105,75,40,"fire,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,generation-iii,1,False,False
324,torkoal,コータス,470,70,85,140,85,70,20,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,generation-iii,0,False,False
325,spoink,バネブー,330,60,25,35,70,80,60,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,generation-iii,0,False,False
326,grumpig,ブーピッグ,470,80,45,65,90,110,80,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,generation-iii,1,False,False
327,spinda,パッチール,360,60,60,60,60,60,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,generation-iii,0,False,False
328,trapinch,ナックラー,290,45,100,45,45,45,10,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,generation-iii,0,False,False
329,vibrava,ビブラーバ,340,50,70,50,50,50,70,"ground,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,generation-iii,1,False,False
330,flygon,フライゴン,520,80,100,80,80,80,100,"ground,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,generation-iii,2,False,False
331,cacnea,サボネア,335,50,85,40,85,40,35,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,generation-iii,0,False,False
332,cacturne,ノクタス,475,70,115,60,115,60,55,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,generation-iii,1,False,False
